filename,Cells,E coli,E. coli,bacilo,coco,ecoli
-BD-5-R3-E-coli-001_006-2_png.rf.cd004f314da5afc3aa001d9b6e03c7be.jpg,0,1,0,0,0,0
-BD-1-R3-E-coli-001_008-2_png.rf.57d270b6c1257140828f48472eddaa29.jpg,0,1,0,0,0,0
77_0_3_png_jpg.rf.c1b3360e1ac3708d12eb6e1a51e8b3af.jpg,0,0,0,1,0,0
79_1_1_png_jpg.rf.fe0915ebb24874af51964ef9cba4df6d.jpg,0,0,0,1,0,0
Lab_228_png.rf.e2a2e505fa8d2ecef5589ad2c5175563.jpg,0,0,0,0,0,0
79_3_0_png_jpg.rf.7f406f752792545e5db02ac6a287a833.jpg,0,0,0,1,0,0
frame_12_jpg.rf.f7b7513e48a8d716e389842bfbe9c40d.jpg,0,1,0,0,0,0
Lab_263_png.rf.435eb0f3332de2ae21eea14a454f69c0.jpg,0,1,0,0,0,0
79_2_2_png_jpg.rf.92d730b92dbddb2b9cd5fbe10737db39.jpg,0,0,0,1,0,0
Lab_235_png.rf.548bcbe38efd411dcd13cfbb8e19147c.jpg,0,0,0,0,0,0
frame_13_jpg.rf.7374eb0fd3d5044cbcd3d1f4865ca8ca.jpg,0,1,0,0,0,0
Lab_266_png.rf.0814a66f8d98d02374f9f970daa136c7.jpg,0,0,1,0,0,0
Lab_26_png.rf.8a25fb5943e2b41caffaaa80bf3b2943.jpg,0,0,1,0,0,0
-BD-7-R3-E-coli-001_001-2_png.rf.14d2bea6da7d59cadcdfccde16faef64.jpg,0,1,0,0,0,0
79_3_2_png_jpg.rf.69459ebc067720ac5a9bdbfad2909874.jpg,0,0,0,1,0,0
77_4_1_png_jpg.rf.bd4648a6c8f9c4aa2ecd6f09a6a8bc74.jpg,0,0,0,1,0,0
77_0_2_png_jpg.rf.29a8d450cd478f7c6c615073d590b78f.jpg,0,0,0,1,0,0
frame_47_jpg.rf.5abd445e1bfb60174eea16876a95d048.jpg,0,1,0,0,0,0
Lab_102_png.rf.11a20a6be8a24ad593e630d54edafe53.jpg,0,1,0,0,0,0
-BD-10-R3-E-coli-001_009-2_png.rf.a9df0ae989e79572a5ce539455507418.jpg,0,1,0,0,0,0
-BD-10-R3-E-coli-001_002-2_png.rf.a3e3b7332455f1cde4d730a20a8cedbf.jpg,0,1,0,0,0,0
Lab_124_png.rf.b1a7c0961ce9a25e0a0d1ae7b3d7aedc.jpg,0,0,0,0,0,0
Lab_147_png.rf.59c0905e0cf48457f8ae8d4a78fbef79.jpg,0,1,0,0,0,0
-BD-1-R3-E-coli-001_002-2_png.rf.bea5ecf7aedf36c5a26925916effc712.jpg,0,1,0,0,0,0
Lab_113_png.rf.3020bbdf3630beab164d16a19c487f87.jpg,0,1,0,0,0,0
Lab_118_png.rf.58ccc232cdea3e72feece6c78eb05286.jpg,0,0,1,0,0,0
Lab_106_png.rf.55c2eff89ab703f8312a4c33744ebcd9.jpg,0,1,0,0,0,0
Lab_12_png.rf.fb57b4a1829660b1db74b8c11bba2fc3.jpg,0,0,0,0,0,0
Lab_158_png.rf.3626f5db1d5ddc0472bbaac497549e49.jpg,0,0,1,0,0,0
-BD-2-R3-E-coli-001_002-2_png.rf.c8df1488f0f6eeebbd3b948e7c5d8666.jpg,0,1,0,0,0,0
frame_15_jpg.rf.3a625ce22f8718c877d7f6ccfa3a0d18.jpg,0,1,0,0,0,0
-BD-10-R3-E-coli-001_008-2_png.rf.10323a51f413688627c50eca19954e0f.jpg,0,1,0,0,0,0
-BD-2-R3-E-coli-001_006-2_png.rf.b414bd5d36358ebb9c60e5c423fbcd12.jpg,0,1,0,0,0,0
frame_58_jpg.rf.c07ad5ad7ac007b0fcf873bd93035860.jpg,0,1,0,0,0,0
-BD-10-R3-E-coli-001_006-2_png.rf.7545bd22650ac3194060853dfccda6ae.jpg,0,1,0,0,0,0
11_1_1_png_jpg.rf.617d0c0c2492f1a4767cf6b427cb9d05.jpg,0,0,0,1,0,0
Lab_16_png.rf.cdb8fb104651084ce8eef86c65a43431.jpg,0,1,0,0,0,0
28_0_0_png_jpg.rf.f1c9fd89747b42a286b85ff068b68732.jpg,0,0,0,1,0,0
Lab_150_png.rf.0e21a307d1e35be8b9d21c0c73ed7263.jpg,0,0,1,0,0,0
11_0_1_png_jpg.rf.1bde5cf2b391f9099204951cd9b0a8e0.jpg,0,0,0,1,0,0
11_1_0_png_jpg.rf.ae07a1e69ac06953a05b60d48cf52c11.jpg,0,0,0,1,0,0
Lab_175_png.rf.0602908048c09ee0a47c9ef63c68787e.jpg,0,0,0,0,0,0
Lab_162_png.rf.3bff6c12185f4832a9307e92b5dede31.jpg,0,1,0,0,0,0
Lab_17_png.rf.d96238a5524bd366328f49e07519e7b8.jpg,0,0,1,0,0,0
frame_62_jpg.rf.8117bc2dc38bd168b83723c23e298a4f.jpg,0,1,0,0,0,0
26_0_1_png_jpg.rf.234045ef69af08308bfafc323b5e3b1b.jpg,0,0,0,1,0,0
11_2_0_png_jpg.rf.3ef4a1178490d077f57c22c18d6b6837.jpg,0,0,0,1,0,0
frame_55_jpg.rf.c9cb79ccb0aaca7498cf27d3a9a52966.jpg,0,1,0,0,0,0
frame_48_jpg.rf.d5a13200b28523ef826440f2fd0d5896.jpg,0,1,0,0,0,0
11_2_1_png_jpg.rf.51b9a64d41d0a9f8a07d5dcc11dde000.jpg,0,0,0,1,0,0
-BD-2-R3-E-coli-001_004-2_png.rf.ca19c4cc5baaa841d5356f020447ceff.jpg,0,1,0,0,0,0
92_2_0_png_jpg.rf.98a3ef63f9a50188f4cf768fd80bd917.jpg,0,0,0,1,0,0
Lab_210_png.rf.ce7f0a958dc7e258b0dc706dc543aadd.jpg,0,1,0,0,0,0
31_0_0_png_jpg.rf.d4574c1441e2c5fec9fa6afb1d0763f0.jpg,0,0,0,1,0,0
-BD-3-R3-E-coli-001_002-2_png.rf.7631644fad19aaab66b0fd8e5044b3c1.jpg,0,1,0,0,0,0
Lab_31_png.rf.0668a9b363b2f1c58120658b191f6237.jpg,0,1,0,0,0,0
75_2_2_png_jpg.rf.581b3e0933091306a96c50e56a986705.jpg,0,0,0,1,0,0
30_0_0_png_jpg.rf.56686edc145f4435f51fa1388c4d850d.jpg,0,0,0,1,0,0
75_2_1_png_jpg.rf.b8a1bca235381210f92769ce92ac3faa.jpg,0,0,0,1,0,0
93_0_0_png_jpg.rf.917e24272ce82948ed4954fe89597253.jpg,0,0,0,1,0,0
92_0_0_png_jpg.rf.4dce7d7df7264c2bf49dc60a2be6dab5.jpg,0,0,0,1,0,0
frame_25_jpg.rf.25bda2ac9cecfac240ad3efa1b83b371.jpg,0,1,0,0,0,0
92_0_1_png_jpg.rf.7c618e31780e510bad40f810e1530c90.jpg,0,0,0,1,0,0
93_0_1_png_jpg.rf.814e183254b927197424812340f1ec7c.jpg,0,0,0,1,0,0
11_0_0_png_jpg.rf.b710fd662d2b2ee8bdb49a4b41846917.jpg,0,0,0,1,1,0
Lab_3_png.rf.20cc097accd9ce1cda60b16be076319e.jpg,0,0,1,0,0,0
ecoli-5-_jpg.rf.3638d244ef6cacf0a9d43dd8990198ce.jpg,0,0,0,0,0,1
75_4_0_png_jpg.rf.2ae5612a94a9601328b5b342fb97f07b.jpg,0,0,0,1,0,0
Lab_174_png.rf.05efe2a06587c787d0446a73c5e51c15.jpg,0,0,0,0,0,0
Lab_41_png.rf.e89654af277c6d8972a5e6e0c49c8c63.jpg,0,0,1,0,0,0
Lab_216_png.rf.6e8f5a468978164feff428ab0879f49a.jpg,0,0,1,0,0,0
75_4_1_png_jpg.rf.c070bca70911707648abd28c45f818de.jpg,0,0,0,1,0,0
95_0_1_png_jpg.rf.2539df208a18dd2ee352847f5adc80d0.jpg,0,0,0,1,0,0
95_0_0_png_jpg.rf.477bbc80eef3f32845f372871be1a85a.jpg,0,0,0,1,1,0
Lab_47_png.rf.a03af52756c82f51a4acee6b16902c40.jpg,0,0,1,0,0,0
92_2_1_png_jpg.rf.aa340cbf659a6251da875a29c7139e83.jpg,0,0,0,1,0,0
frame_4_jpg.rf.a8421d2a4652e7e8a2ce1f535f8dfe81.jpg,0,1,0,0,0,0
75_3_1_png_jpg.rf.4200ccc4d57146f37ccdc6d1be1ea009.jpg,0,0,0,1,0,0
95_1_0_png_jpg.rf.798864e27b31880cf4beaa8fe33b0090.jpg,0,0,0,1,0,0
Lab_71_png.rf.c0ef55604df079706b1a42fed93eec27.jpg,0,1,0,0,0,0
95_2_0_png_jpg.rf.5659b614e8a93f1f20fd096144f2a4a4.jpg,0,0,0,1,0,0
77_1_3_png_jpg.rf.864c0750cb8a84ab8b93ddd558abcab4.jpg,0,0,0,1,0,0
Lab_217_png.rf.f0145f5812478797160d8371a9380ca6.jpg,0,0,0,0,0,0
Lab_60_png.rf.94c7a918b34fa471acf98451725f0d90.jpg,0,0,0,0,0,0
Lab_51_png.rf.2edb55ac82e732801730b8360313b882.jpg,0,0,0,0,0,0
75_5_1_png_jpg.rf.9c024b552f4558283c4d005b4292fd21.jpg,0,0,0,1,0,0
93_1_1_png_jpg.rf.1dfb0f69d286adcc9b70cb60dbba95c3.jpg,0,0,0,1,0,0
56_0_0_png_jpg.rf.5a6c24151b8dc6c1cb846b4ae88433fe.jpg,0,0,0,1,0,0
-BD-8-R3-E-coli-001_001-2_png.rf.c6f5027c93a28ddadb0ccb4082b34803.jpg,0,1,0,0,0,0
process_valid_meso325_jpg.rf.1c1706688082763f950b817cc5ced08c.jpg,1,0,0,0,0,0
39_0_0_png_jpg.rf.5072b26efbc0a6a9402fb318c764252c.jpg,0,0,0,1,0,0
-BD-8-R3-E-coli-001_003-2_png.rf.8ddde2e3f48c65a41807b80f4b6e612e.jpg,0,1,0,0,0,0
48_0_0_png_jpg.rf.04576c4dbc0c0925be7baca7e3a85e46.jpg,0,0,0,1,0,0
93_1_0_png_jpg.rf.034b0e9e60c7f5e270c57dedb3571e8e.jpg,0,0,0,1,0,0
-BD-9-R3-E-coli-001_003-2_png.rf.75b56ea633baf203167aa1c159094090.jpg,0,1,0,0,0,0
-BD-8-R3-E-coli-001_011-2_png.rf.d80c6cc3dc7a9254b2be175e83699b7e.jpg,0,1,0,0,0,0
Lab_62_png.rf.590d9a7332dd722a66fa7909bf8b07e6.jpg,0,1,0,0,0,0
process_valid_meso334_jpg.rf.b0ce72f257954b65b280704e84b307b8.jpg,1,0,0,0,0,0
process_valid_meso327_jpg.rf.635be6ba2f84737ed70e1ef75906634f.jpg,1,0,0,0,0,0
process_valid_meso340_jpg.rf.dfdb4345b4be3eda3590c5bd8dff0379.jpg,1,0,0,0,0,0
process_valid_meso339_jpg.rf.0bbb085cef2aa8beca299626da5a1c37.jpg,1,0,0,0,0,0
92_1_0_png_jpg.rf.f01874972c3019ed9eac0794c0f469e5.jpg,0,0,0,1,0,0
process_valid_meso328_jpg.rf.05df86f98b501486080b4b3e22c5d338.jpg,1,0,0,0,0,0
frame_9_jpg.rf.49e3cee9cc52efc1d53bc7547b861ee5.jpg,0,1,0,0,0,0
process_valid_meso330_jpg.rf.1ea5b204a06744c6761b3223815f190a.jpg,1,0,0,0,0,0
93_2_0_png_jpg.rf.f336cff44effc0f7c38f56e567b9b762.jpg,0,0,0,1,0,0
-BD-9-R3-E-coli-001_004-2_png.rf.670e663e98c708040a1b28b62bc80c67.jpg,0,1,0,0,0,0
93_2_1_png_jpg.rf.915511430f3ced82ac58bde22effb112.jpg,0,0,0,1,0,0
process_valid_meso329_jpg.rf.77a4aa177d71fd2e93d44bc649a43557.jpg,1,0,0,0,0,0
