filename,Staphylococcus - v2 2024-08-28 7-05am
staphylococcus514_jpg.rf.1f2abd2d39b569911e5cedca84bade67.jpg,1
staphylococcus746_jpg.rf.f48345f3a4f31d36e76b580679c1188b.jpg,1
staphylococcus747_jpg.rf.53be9d37ad5fc5c9beb07f5e7b8e21c0.jpg,1
staphylococcus697_jpg.rf.5e8e122e8fe528a36a537d92fae6d3c6.jpg,1
staphylococcus732_jpg.rf.d6b4b4efa9a4d118b37b642d52927307.jpg,1
staphylococcus759_jpg.rf.542c1d24adc9e2bc33b92e3ca95bf297.jpg,1
staphylococcus755_jpg.rf.dd8493303c12b68fe9c8d731c7f3037b.jpg,1
staphylococcus728_jpg.rf.3b5fe75ccdb19981d429bf0ff521cf90.jpg,1
staphylococcus763_jpg.rf.01740595c65844927df8ee2706dc64dd.jpg,1
staphylococcus717_jpg.rf.6908fe3be2954d612733800debe8dbf8.jpg,1
staphylococcus692_jpg.rf.22a4ca1142cf38ace487a1f12c99bfe2.jpg,1
staphylococcus736_jpg.rf.6dd967c9f1044f328baf3655b6646792.jpg,1
staphylococcus523_jpg.rf.b06fcf7820fdc4522f2e88f4bf23f96a.jpg,1
staphylococcus735_jpg.rf.2d130d7b84eae5cd8b23205d7c755c06.jpg,1
staphylococcus373_jpg.rf.9baca307c4dfbd596a387abe78e952b3.jpg,1
staphylococcus699_jpg.rf.fc00047d661d773159712e87c6534dc1.jpg,1
staphylococcus722_jpg.rf.24000b6d00eb898020312e37beb78da2.jpg,1
staphylococcus456_jpg.rf.74f9473fc236a0f886d0b487ddb5c949.jpg,1
staphylococcus396_jpg.rf.9db5a38af97f2ccb88cc247435347704.jpg,1
staphylococcus385_jpg.rf.8be5399a9426e2dd699e47ecf8c80d4a.jpg,1
staphylococcus698_jpg.rf.a10345a7276deb52b769cfb5cf83e0c8.jpg,1
staphylococcus309_jpg.rf.fc64ba6acb3fab24c8784d48070787a8.jpg,1
staphylococcus684_jpg.rf.e74c75a3158266077ee6fb6d745929bb.jpg,1
staphylococcus419_jpg.rf.53ca2b9ce11f076187d51352679cd9fa.jpg,1
staphylococcus570_jpg.rf.1018d217e578b7245ca8776dd80f4cb7.jpg,1
staphylococcus689_jpg.rf.933159a589409e5be30899c5195c15ba.jpg,1
staphylococcus483_jpg.rf.bc1bc0063daec653f284070cb3f0caf5.jpg,1
staphylococcus734_jpg.rf.01abf328b8213f4860217911f8fc12d0.jpg,1
staphylococcus761_jpg.rf.72dbe437da79eb7186be4a72b7179348.jpg,1
staphylococcus719_jpg.rf.ed98842c2b35e74f9ad653f4f8d2381f.jpg,1
staphylococcus530_jpg.rf.e5c31852f860c03c049f7f724ab970eb.jpg,1
staphylococcus739_jpg.rf.97d34f427b765e38b37cfc7e73a0830c.jpg,1
staphylococcus499_jpg.rf.c4a9d29992134022ead25859151dd107.jpg,1
staphylococcus724_jpg.rf.0e71505c9997141c29ad901f8d5b6510.jpg,1
staphylococcus705_jpg.rf.d3ba6f0e05b4a21597995a9c35b710f9.jpg,1
staphylococcus579_jpg.rf.af88c2b6289a6af02f87b25dbcf3fcf9.jpg,1
staphylococcus682_jpg.rf.5fbda066c9935248c30223c5a4261720.jpg,1
staphylococcus727_jpg.rf.76d518b086ed7034a4a5a360b88ecee0.jpg,1
staphylococcus756_jpg.rf.2e8ad53384de53a4ad99b9ce7939cd50.jpg,1
staphylococcus471_jpg.rf.920c13af1d33899d216b59d9811cf7d8.jpg,1
staphylococcus725_jpg.rf.5e9a4707eee2a263aeabd13b4889f99e.jpg,1
staphylococcus323_jpg.rf.aa80fa82606d03979172222e73accc7a.jpg,1
staphylococcus708_jpg.rf.9ef20d509ee6605f0cdbd5a113a48a8b.jpg,1
staphylococcus678_jpg.rf.abaf26a6c4b13a1fb6be98dbd0da6000.jpg,1
staphylococcus760_jpg.rf.51b201f4ecc2507703cde56c562203d6.jpg,1
staphylococcus700_jpg.rf.f8991a70b7c33cff6aadec5248308c16.jpg,1
staphylococcus556_jpg.rf.8c74badc608ddae99aca56a907cf331b.jpg,1
staphylococcus701_jpg.rf.e849630a1e792d78d18daf84b99affad.jpg,1
staphylococcus720_jpg.rf.85f92f0d48d1b77bcfcfa07cb17be75f.jpg,1
staphylococcus418_jpg.rf.8a1507a2bf464adfdef5b575c9b6e724.jpg,1
staphylococcus721_jpg.rf.aedb1ebe31e2c07cffe456e5738669b6.jpg,1
staphylococcus696_jpg.rf.6348d4f8b28f9efc222580294fe36875.jpg,1
staphylococcus694_jpg.rf.42320e56e76d4369f2776c2ffd2d449e.jpg,1
staphylococcus723_jpg.rf.1d3cff6858fbe9023561affa67eda35a.jpg,1
staphylococcus714_jpg.rf.9edb6f36a0d3e8677577dc4da6785175.jpg,1
staphylococcus425_jpg.rf.f1ef46ad7b393a7f525c23174cad4135.jpg,1
staphylococcus412_jpg.rf.63b3d6b7853263f0be6d103ee10b2357.jpg,1
staphylococcus485_jpg.rf.03d338635b10b1268f724db176a3180c.jpg,1
staphylococcus680_jpg.rf.e9decd96151aa0f60c069bbc19755a92.jpg,1
staphylococcus686_jpg.rf.1d5b7782b283fd69c65c80a772013477.jpg,1
staphylococcus463_jpg.rf.42cf3078254cf6bf8570bb5e0c6df541.jpg,1
staphylococcus748_jpg.rf.daa092f503bf42af7e155b4f91409e5a.jpg,1
staphylococcus583_jpg.rf.813a4c7f63867df0dc4fc9027f18aea0.jpg,1
staphylococcus422_jpg.rf.bf3456df3ca55b71b88f265b5ad89bef.jpg,1
staphylococcus301_jpg.rf.006c8411d25f97e52f078ae353f2a58b.jpg,1
staphylococcus741_jpg.rf.5743303dc0b7c79266a3c8bc9c9f3fb7.jpg,1
staphylococcus306_jpg.rf.9a18fcdb5900b12586d0d0494e357e06.jpg,1
staphylococcus341_jpg.rf.f1b7cd033e0eb9f5ff61b22a45730a9b.jpg,1
staphylococcus702_jpg.rf.965b99708f4db55ef97700b4609feb99.jpg,1
staphylococcus416_jpg.rf.737700f3deabd625be70f539b7d5d2b6.jpg,1
staphylococcus436_jpg.rf.8b8da6c284a51e5d5a16a666f107c5c4.jpg,1
staphylococcus507_jpg.rf.14d0f572b3ccabf5c799da0c68b64c18.jpg,1
staphylococcus348_jpg.rf.a043e9e432af01cf70fd0f62c053597e.jpg,1
staphylococcus480_jpg.rf.1105d36aded6150d5f49453ef26c250a.jpg,1
staphylococcus730_jpg.rf.f8679b57776dd8dc74a78f74dd650371.jpg,1
staphylococcus758_jpg.rf.dc112d03ecc0d81a627dcc1b6b91f30f.jpg,1
staphylococcus677_jpg.rf.9355b552142299ae299d45bd80cbef8e.jpg,1
staphylococcus460_jpg.rf.0a36e6c303dd5b6d96c2cbee9771ebec.jpg,1
staphylococcus749_jpg.rf.1ab4e1943f8212cae802664bcc730fb2.jpg,1
staphylococcus750_jpg.rf.5e0f598417bdef1799edd65cb6ce9b98.jpg,1
staphylococcus764_jpg.rf.eb0d85137b4352060ce4e685598931a4.jpg,1
staphylococcus745_jpg.rf.b5987c4d547cf3f2dd8e7eb764497063.jpg,1
staphylococcus679_jpg.rf.290ab891941377cd9716383bf55ccd0a.jpg,1
staphylococcus753_jpg.rf.0b178241a7fda4c95ac18bb40583ab19.jpg,1
staphylococcus442_jpg.rf.a8b3df9a1e6a039a872fa37a8b6d2d5b.jpg,1
staphylococcus539_jpg.rf.4f1c26efa79e1dff670597c55fc6d726.jpg,1
staphylococcus534_jpg.rf.c4d3c526546693120d4707d045b61684.jpg,1
staphylococcus356_jpg.rf.5dfd370d86164955248c8c09d1222655.jpg,1
staphylococcus476_jpg.rf.4493ca9c52b992f9859483fbb3773ef1.jpg,1
staphylococcus738_jpg.rf.a04cc4a86a072fe42f6a0b5388d92bcb.jpg,1
staphylococcus762_jpg.rf.15aae88d19e9e67c2b27eeef796e6257.jpg,1
staphylococcus711_jpg.rf.13192155d7365f7f036e4f1ab76f5d84.jpg,1
staphylococcus387_jpg.rf.641d110fe92d26f5936b551241abc5e7.jpg,1
staphylococcus303_jpg.rf.a90f9677d322240e5fa72ed25337b648.jpg,1
staphylococcus754_jpg.rf.532f092b70dec18ca4688fcdf85c04e7.jpg,1
staphylococcus313_jpg.rf.5b6e60019ff837b57678ecf9ef613b35.jpg,1
